document_id,case title,judges name(s),date of judgment,citation,issues,decision,cited cases,all_text
245,Dewan vs Devan,"A. K. Sikri, Madan B. Lokur","13 October, 2016",,Defamation|Property dispute,1,Olga Tellis v. Bombay Municipal Corporation|Navtej Singh Johar v. Union of India|MC Mehta v. Union of India|Maneka Gandhi v. Union of India,Hic repellat fugit vel illo perferendis quia. Assumenda nesciunt deleniti nulla quas. Itaque quam magni. Magni atque nam porro repudiandae ex. Ex nihil delectus possimus. Est asperiores fugit velit tempora. Doloribus maiores debitis maxime blanditiis. Alias velit minus ea vel corporis. Incidunt maxime magni in.
246,Goel vs Bansal,"A. K. Sikri, Dipak Misra, U. U. Lalit","07 February, 2015",,Section 302 in The Indian Penal Code|Defamation|Section 149 in The Indian Penal Code,1,MC Mehta v. Union of India,Non neque maxime reprehenderit deserunt. Ipsa cum unde dicta esse numquam. Nisi excepturi exercitationem eum nobis commodi quam. Dolore accusamus at magnam. Ab inventore ad amet eveniet. Soluta tempore in porro similique officia nostrum. Eos itaque corporis cum esse nulla. Laborum mollitia assumenda nisi itaque. Adipisci saepe fugiat assumenda dolores laborum. Molestiae magni tempora eum nihil.
247,Barad vs Ratti,"Arun Mishra, Dipak Misra, Indu Malhotra","25 June, 2023",,Contract breach,-1,Indira Nehru Gandhi v. Raj Narain|Vishaka v. State of Rajasthan|Navtej Singh Johar v. Union of India|MC Mehta v. Union of India,Nisi quo necessitatibus. Totam repellat dolorum accusantium totam unde rem. Rem veritatis provident. Quo laborum eveniet sint assumenda. Placeat nam neque ipsa illo cum quos. Iusto debitis deleniti amet corrupti. Eos repellat molestiae quis libero. Non repellendus illo maxime placeat. Ipsa distinctio pariatur quae in. Itaque reprehenderit qui tenetur.
248,De vs Vasa,"N. V. Ramana, U. U. Lalit, Dipak Misra","23 April, 2019",,Section 498A in The Indian Penal Code,-1,Vishaka v. State of Rajasthan|Maneka Gandhi v. Union of India|Navtej Singh Johar v. Union of India,Sint laborum itaque dolorum ratione adipisci natus quasi. Quaerat sequi sint. Ab at officia explicabo iusto perferendis. Laborum natus expedita sequi voluptates quam. Quod dolores delectus dolore. Consectetur sint possimus vero dignissimos omnis sequi. Impedit architecto reiciendis quidem deserunt. Quis ipsam suscipit atque temporibus. Aut maxime soluta nulla aliquid pariatur recusandae. Quam nulla natus reprehenderit fuga perspiciatis magnam. Deleniti at commodi occaecati exercitationem asperiores.
249,Wason vs Thaman,"Kurian Joseph, Indu Malhotra","27 September, 2015",,Consumer Protection Act|Section 302 in The Indian Penal Code|Bail under CrPC,1,Aruna Shanbaug v. Union of India,Architecto molestias amet. Maiores optio hic occaecati. Esse in explicabo officiis exercitationem. Tenetur vero et unde consequuntur corporis. Et quibusdam alias quaerat magnam iure. Dolore facilis labore explicabo. Aliquid a iure.
250,Chaudhry vs Lanka,"Arun Mishra, Kurian Joseph, Madan B. Lokur","05 January, 2015",,Defamation|Contract breach,-1,MC Mehta v. Union of India|Indira Nehru Gandhi v. Raj Narain|Vishaka v. State of Rajasthan|Keshavananda Bharati v. State of Kerala,Quia sit vitae impedit quia adipisci. A dolorum vel ex. Error provident natus vero vitae. Non repellat aliquam. Possimus quam sit perspiciatis ipsam. Excepturi illo delectus iusto neque ex quibusdam eos. Amet ratione a architecto.
251,Mahal vs Jayaraman,"Kurian Joseph, D. Y. Chandrachud, R. F. Nariman","14 December, 2020",,Contract breach,1,MC Mehta v. Union of India|Olga Tellis v. Bombay Municipal Corporation|S. P. Gupta v. President of India|Indira Nehru Gandhi v. Raj Narain,Quod amet corporis ducimus. Consectetur dolore hic aliquid provident perferendis ab. Quis excepturi quisquam expedita. Iste aspernatur sit. Totam ex ratione ut reprehenderit est tenetur. Dignissimos veniam maxime deleniti. Fugit quidem magni aspernatur occaecati ipsa id. Autem adipisci earum repellendus cupiditate ut incidunt. Sed at velit eveniet necessitatibus enim. Quibusdam laboriosam officiis accusantium pariatur ducimus inventore. Dolorum qui voluptas tempore ipsam natus aliquam culpa. Culpa itaque sapiente blanditiis eveniet laboriosam totam.
252,Kurian vs Ramanathan,"R. F. Nariman, Madan B. Lokur, N. V. Ramana","02 August, 2024",,Section 149 in The Indian Penal Code|Labour Laws,1,MC Mehta v. Union of India,Voluptates dolores error deleniti. Omnis at nesciunt quisquam adipisci ducimus. Architecto vitae officia fuga aliquam. Laudantium accusantium maiores. Eligendi laudantium minima labore animi inventore eos. Natus ipsam hic ipsam. Quo repellat iste facilis dolorum. Velit vero voluptates accusantium sint.
253,Dhar vs Ahluwalia,U. U. Lalit,"17 May, 2022",,Bail under CrPC,-1,Vishaka v. State of Rajasthan,Velit nobis esse deleniti quibusdam placeat iste. Libero voluptates optio ipsum incidunt nesciunt a. Saepe quaerat temporibus aliquid. Doloremque quos voluptas repellat molestiae. Omnis quidem neque error veritatis. Similique natus eos ea quasi rem labore ut. Repellendus facilis et iusto sapiente ex modi.
254,Talwar vs Guha,"R. F. Nariman, A. K. Sikri, U. U. Lalit","26 April, 2016",,Consumer Protection Act|Property dispute|Section 149 in The Indian Penal Code,1,Keshavananda Bharati v. State of Kerala|S. P. Gupta v. President of India,Sed hic dolor atque. Exercitationem earum delectus libero eos. Quisquam ad odit non. Similique sed esse ad saepe. Nesciunt odio ipsum odit eveniet. Optio ducimus sit ullam animi odio. Sunt veniam quod voluptatibus nihil.
255,Dugar vs Saxena,"A. K. Sikri, R. F. Nariman, Arun Mishra","24 March, 2023",,Bail under CrPC,-1,Maneka Gandhi v. Union of India|A. R. Antulay v. R. S. Nayak,Ut sunt qui aspernatur repudiandae vitae. Illo inventore architecto. Cupiditate dolore aspernatur at sapiente cum. Voluptas quae commodi cum asperiores facilis nulla. Dolor culpa voluptas est. Quidem quae voluptatem impedit quas alias velit. Suscipit alias nihil nobis quidem. Sit quis ab dolor eos itaque nulla.
256,Baria vs Dyal,"Arun Mishra, D. Y. Chandrachud","15 June, 2020",,Section 149 in The Indian Penal Code|Section 302 in The Indian Penal Code,-1,Keshavananda Bharati v. State of Kerala|MC Mehta v. Union of India|Navtej Singh Johar v. Union of India,Ratione corrupti quo distinctio et. Velit sed dolorum perferendis enim. Rem voluptates illum enim vel. Modi cumque voluptate consequatur illo qui provident. Architecto quod recusandae assumenda vel placeat. Accusamus excepturi beatae beatae praesentium. Nulla repellat consequuntur rem incidunt. Exercitationem repellat fuga. A eius recusandae similique veritatis. Iste dolor nam iure. Illum mollitia eius.
257,Kapadia vs Tank,"Kurian Joseph, A. K. Sikri","01 April, 2024",,Contract breach,-1,Vishaka v. State of Rajasthan,Ratione ipsam veniam sunt. Fugit consequatur nostrum similique commodi ut earum vero. Enim at corrupti animi impedit. Nam ratione atque temporibus corporis. Quisquam velit quam et totam nihil dicta. Quae quidem inventore velit reiciendis omnis. Incidunt culpa autem sequi numquam doloribus ratione voluptatum. Expedita officiis at at dicta nam provident. Culpa libero sunt nesciunt nobis.
258,Master vs Anand,"U. U. Lalit, Dipak Misra","03 January, 2021",,Section 498A in The Indian Penal Code|Section 149 in The Indian Penal Code|Contract breach,1,S. P. Gupta v. President of India|A. R. Antulay v. R. S. Nayak,Quae magnam corrupti eveniet perferendis possimus porro. Incidunt voluptas dolorem at quae. Nisi possimus fugit quas quidem officiis. Maxime maiores illum incidunt. Iste quisquam commodi. Quasi possimus autem quod commodi. Accusamus deleniti dolor. Quo magnam fuga incidunt voluptates debitis.
259,Singhal vs Subramanian,Dipak Misra,"10 November, 2015",,Section 149 in The Indian Penal Code|Section 307 in The Indian Penal Code,1,Olga Tellis v. Bombay Municipal Corporation|Vishaka v. State of Rajasthan,Ex earum consequatur totam. Modi quo sed quasi saepe perspiciatis fugiat praesentium. Beatae quos magnam vitae deserunt. Consectetur impedit inventore voluptate cumque nam. Eaque ab eveniet mollitia. Ad nobis officia quaerat. Natus itaque maiores soluta fuga dicta. Porro officia perferendis dolorem vero. Laudantium saepe ratione earum. Sunt sapiente neque repellat.
260,Chokshi vs Vasa,"U. U. Lalit, R. F. Nariman","05 August, 2022",,Corporate fraud|Section 307 in The Indian Penal Code|Section 302 in The Indian Penal Code,-1,MC Mehta v. Union of India|Aruna Shanbaug v. Union of India|Maneka Gandhi v. Union of India|Indira Nehru Gandhi v. Raj Narain,Culpa distinctio culpa quasi incidunt. Nulla corrupti deserunt. Magni dolor labore molestias reprehenderit et ipsam. Eveniet veritatis ipsum dolorum deserunt sapiente. Consequatur est tenetur tempora. Ducimus ipsum illum ex. Sed tempora culpa. Soluta iure maiores culpa consequuntur perferendis quidem earum. Dicta id dolore culpa esse quam minus.
261,Ray vs Ramaswamy,"U. U. Lalit, R. F. Nariman","20 June, 2022",,Defamation|Section 498A in The Indian Penal Code,1,Navtej Singh Johar v. Union of India,Necessitatibus reprehenderit cupiditate. Eius voluptatum dolore beatae consequatur modi quia. Ducimus distinctio non laudantium accusamus. Exercitationem similique molestias explicabo maxime. Sequi debitis occaecati asperiores accusamus. Cum dolore minima eos repudiandae consequatur alias. Distinctio voluptas praesentium ipsum. Nesciunt officia architecto impedit. Dolorem quibusdam porro eum veritatis totam occaecati aliquid.
262,Bail vs Mannan,"Kurian Joseph, Indu Malhotra, Madan B. Lokur","07 May, 2019",,Section 149 in The Indian Penal Code|Consumer Protection Act|Defamation,1,Vishaka v. State of Rajasthan|Aruna Shanbaug v. Union of India,Assumenda cumque corporis odit reiciendis fugiat. Modi rem non voluptate necessitatibus perferendis. Excepturi ab ducimus architecto magni quis. Nesciunt iste libero ab dolorum. Nemo esse soluta doloribus dolorum hic illo. Sit quia aliquam vero quia distinctio mollitia.
263,Sharma vs Rau,"Kurian Joseph, A. K. Sikri, Indu Malhotra","08 May, 2020",,Section 302 in The Indian Penal Code|Bail under CrPC,1,Vishaka v. State of Rajasthan|Indira Nehru Gandhi v. Raj Narain,Blanditiis quaerat repellat. Mollitia placeat tempore eligendi quisquam repellendus. Impedit a nulla assumenda eaque. Eveniet maiores quisquam quia quaerat architecto. Ipsam numquam nesciunt maiores consequuntur deserunt. Cum ipsum laboriosam amet vitae temporibus sed.
264,Divan vs Srivastava,"Kurian Joseph, U. U. Lalit, Madan B. Lokur","24 November, 2014",,Section 149 in The Indian Penal Code,1,Aruna Shanbaug v. Union of India|Keshavananda Bharati v. State of Kerala|Maneka Gandhi v. Union of India,Dolor maxime quis quidem nostrum accusamus molestiae. Nam ut sapiente eligendi vel quia nisi. Vero tempora dolores quia. Repudiandae sunt molestiae vitae. Quia incidunt laborum ipsam et fugit. Velit doloribus quos iure. Nulla itaque mollitia perspiciatis ad praesentium qui. Autem aspernatur enim. Nihil blanditiis dolor ex sequi exercitationem possimus.
265,Raju vs Rattan,U. U. Lalit,"18 March, 2016",,Section 149 in The Indian Penal Code|Labour Laws,1,S. P. Gupta v. President of India,Veniam illo numquam facilis. Ipsum architecto recusandae voluptas. Reprehenderit corporis animi. Neque inventore quaerat ex ad doloremque natus. Voluptate beatae sint harum sit. Ut eius mollitia adipisci sunt. Laborum dolorem consectetur odio. Aperiam fuga atque consequuntur quisquam adipisci temporibus.
266,Konda vs Malhotra,"A. K. Sikri, Madan B. Lokur, N. V. Ramana","11 March, 2017",,Labour Laws,-1,Maneka Gandhi v. Union of India|Vishaka v. State of Rajasthan|Aruna Shanbaug v. Union of India,Esse perferendis facere iusto maxime ad ipsum ab. Earum atque eaque delectus aperiam dolores incidunt. Culpa illum voluptatem. Unde impedit nobis et et. Aliquam vel voluptatibus laudantium ut laborum totam. Dolore ipsa magni asperiores laborum dolorem. Temporibus adipisci ab. Ad voluptatem magni facere. Impedit ipsam ipsum cumque corrupti. Facilis corporis architecto. Ullam iste quo eum suscipit aspernatur est eum.
267,Guha vs Chatterjee,"U. U. Lalit, Arun Mishra","27 June, 2015",,Bail under CrPC|Property dispute|Section 149 in The Indian Penal Code,1,MC Mehta v. Union of India|Maneka Gandhi v. Union of India|S. P. Gupta v. President of India|Vishaka v. State of Rajasthan,Laborum libero sint esse omnis aliquam perferendis repudiandae. Quos consequatur quas provident aperiam eaque. Sed tenetur ex hic doloremque. Similique excepturi reiciendis odio natus sit eius distinctio. Ea sit itaque enim ad. Corrupti rerum voluptates reprehenderit a maxime quidem. Repellat unde itaque necessitatibus voluptatibus ex. Fuga at repellendus sint. Voluptates ratione repudiandae neque blanditiis ipsa. Aut facere illum voluptas. Perferendis atque labore.
268,Bal vs Krish,Indu Malhotra,"12 November, 2015",,Contract breach|Labour Laws|Section 307 in The Indian Penal Code,1,A. R. Antulay v. R. S. Nayak,Qui alias quas corrupti. Officia quos modi unde placeat tenetur ducimus a. Fugiat perspiciatis error perferendis. Ab voluptas odio iure. Impedit deleniti omnis praesentium totam numquam. Expedita labore magnam laborum.
269,Baral vs Dhingra,"Kurian Joseph, Madan B. Lokur","03 December, 2018",,Labour Laws|Defamation,-1,Keshavananda Bharati v. State of Kerala,Recusandae pariatur dolorem ipsum. Nobis nam quaerat veniam pariatur tempora. Dignissimos dolorum rem. Assumenda quo at adipisci doloremque. Itaque libero soluta quas. Quis a dicta. Nihil pariatur animi perferendis ipsa. Exercitationem quod quis magnam. Molestias debitis aliquid architecto.
270,Basu vs Zachariah,Madan B. Lokur,"23 December, 2019",,Section 149 in The Indian Penal Code,-1,Maneka Gandhi v. Union of India|Vishaka v. State of Rajasthan|S. P. Gupta v. President of India|Keshavananda Bharati v. State of Kerala,Numquam enim laboriosam itaque. Enim maiores id tempora aut delectus deserunt. Cumque minima quidem perferendis. Rem alias vel harum beatae nihil corrupti sequi. Occaecati quia at cupiditate earum. Ipsam incidunt fugiat magni assumenda facilis quia. Natus repellat facilis perferendis. In praesentium quibusdam fugiat harum ex. Vitae quo quidem aut porro commodi. Ipsam quasi ab dicta nam facilis.
271,Wadhwa vs Dani,Dipak Misra,"01 September, 2024",,Property dispute,1,Navtej Singh Johar v. Union of India|Vishaka v. State of Rajasthan,Odio eligendi odit aliquam consectetur tenetur. Ab eos non neque neque ratione. Quo quos quibusdam tempore nobis dolore. Facilis maiores corrupti blanditiis nisi quaerat. Facilis molestias natus fuga. Quae placeat molestias doloribus itaque odit repellendus. Quidem minus voluptatibus odit nisi alias.
272,Iyer vs De,"Kurian Joseph, Arun Mishra, R. F. Nariman","18 September, 2015",,Defamation,1,Keshavananda Bharati v. State of Kerala|Maneka Gandhi v. Union of India|Navtej Singh Johar v. Union of India|MC Mehta v. Union of India,Repellendus illum quia. Harum ipsum delectus vitae numquam non. Officia eum soluta praesentium. Ad doloribus dignissimos quos itaque reprehenderit. Assumenda deserunt excepturi. Eos ad hic at ut cumque nemo. Cum delectus voluptatum atque voluptatibus nulla perferendis.
273,Iyer vs Yogi,"Indu Malhotra, N. V. Ramana, A. K. Sikri","15 May, 2016",,Section 149 in The Indian Penal Code|Contract breach,-1,Indira Nehru Gandhi v. Raj Narain,Exercitationem tempore velit exercitationem voluptatibus. Accusantium fuga amet dolor amet velit. Occaecati eveniet quia quam. Doloribus eaque deleniti voluptatem cupiditate sit placeat eum. Nulla cumque unde nam. Atque architecto doloremque ipsa quis ea eos. Nihil repellat ex laborum quas voluptatibus veniam. Quo ea reprehenderit incidunt.
274,Jani vs Kaul,"U. U. Lalit, R. F. Nariman, Madan B. Lokur","26 August, 2018",,Section 498A in The Indian Penal Code,1,MC Mehta v. Union of India|Navtej Singh Johar v. Union of India,Et libero eligendi eos voluptas ullam quos iure. Nulla similique ab dicta. Soluta quas dolorem voluptate. Voluptatem ipsam fuga suscipit ex. Praesentium cum perspiciatis maiores sequi illum. Quibusdam nisi magnam vero. Voluptates magnam dolores repudiandae architecto vero possimus. Illo sapiente voluptatem facere esse. Est blanditiis numquam labore perspiciatis cupiditate minima.
275,Gopal vs Borah,"R. F. Nariman, Dipak Misra, D. Y. Chandrachud","23 November, 2015",,Contract breach,-1,Vishaka v. State of Rajasthan|S. P. Gupta v. President of India|Maneka Gandhi v. Union of India,Voluptates in id assumenda sequi quae. Et voluptatem explicabo asperiores. Minima repellendus itaque consectetur sunt quidem odit aut. Facilis aut totam sequi. Non blanditiis perspiciatis incidunt sapiente. Eveniet sunt quas dolores vel iure aperiam. Ullam natus minus alias tempora eaque est.
276,Srinivasan vs Baral,A. K. Sikri,"10 August, 2016",,Bail under CrPC,-1,Keshavananda Bharati v. State of Kerala,Itaque aspernatur facilis non enim modi. Ea quas illo tenetur perferendis corporis. Quo veritatis quas minima nam optio. Iusto deserunt debitis atque voluptates excepturi. Deleniti cupiditate debitis fugit suscipit repudiandae molestias. Repudiandae error ea. Magnam ut illum temporibus ab in cum. Rerum beatae tempora nulla assumenda omnis sunt. Optio assumenda earum. Nostrum accusantium libero sunt neque excepturi. Sint eum ad asperiores magnam nam repellat.
277,Magar vs Kala,"Indu Malhotra, Kurian Joseph, U. U. Lalit","24 March, 2018",,Property dispute,-1,Navtej Singh Johar v. Union of India,Adipisci doloribus soluta quaerat soluta. Pariatur similique cumque ullam. Totam magni repellendus ducimus. Cum adipisci blanditiis ut velit totam unde. Pariatur ipsam labore aperiam earum quisquam illo. Dolorem aliquid molestias quia. Molestiae ipsam quae ad. Dolore magnam ut at accusamus molestias. Consequatur et ratione.
278,Suresh vs Handa,"Arun Mishra, Indu Malhotra, R. F. Nariman","04 June, 2024",,Property dispute|Contract breach,-1,Vishaka v. State of Rajasthan,Tempore perspiciatis ab similique ipsam ab neque. Est magni soluta libero sed odit. Distinctio a officia voluptate qui id. Id doloremque enim doloribus rerum. Rem sit iusto eligendi veniam. Error nihil voluptatum sunt dolorem et earum. Nisi quae deleniti laboriosam dolore. Facilis laboriosam architecto sapiente adipisci eligendi. Doloremque enim error porro voluptas perferendis. Odit repudiandae ipsum hic quia. Molestiae dolorum quia perferendis excepturi perferendis assumenda autem.
279,Mangat vs Ben,"U. U. Lalit, Kurian Joseph, Indu Malhotra","11 May, 2018",,Property dispute|Contract breach|Section 149 in The Indian Penal Code,1,Olga Tellis v. Bombay Municipal Corporation|Vishaka v. State of Rajasthan,Dolorem possimus illum illo. Ullam veniam sunt laudantium. Fuga earum quia iusto iure fugiat sint. Perferendis architecto animi est ratione dicta recusandae maxime. Quasi cumque eos magnam doloribus vitae voluptates. Quasi facilis aspernatur pariatur velit odit ea veniam. Placeat atque alias.
280,Sahota vs Ranganathan,"Arun Mishra, A. K. Sikri, Kurian Joseph","10 May, 2019",,Bail under CrPC|Property dispute,-1,Maneka Gandhi v. Union of India|MC Mehta v. Union of India|Indira Nehru Gandhi v. Raj Narain|S. P. Gupta v. President of India,Praesentium ea nobis occaecati. Officia suscipit est minus temporibus eum. Quos velit sed velit. Labore ipsa odio. Qui labore voluptatibus voluptatibus voluptatem corporis omnis corporis. Corporis veritatis fugit. Iste minus ad reprehenderit. Facilis nihil dignissimos. Vero temporibus quibusdam accusantium excepturi praesentium eligendi.
281,Char vs Vala,"D. Y. Chandrachud, U. U. Lalit, Arun Mishra","03 November, 2022",,Section 149 in The Indian Penal Code,-1,Keshavananda Bharati v. State of Kerala,Dolor quisquam quas perspiciatis enim sapiente libero. Repudiandae veniam deleniti laboriosam illum. Iusto nesciunt ratione eveniet perspiciatis laboriosam cupiditate totam. Tempore neque repellendus maxime soluta corrupti voluptatem illo. Voluptates ipsum ipsum hic rem. Dignissimos nam eligendi rem. Quod consequatur debitis similique. Doloribus in non nihil optio illo. Esse non dolorum nemo ducimus delectus. Officia voluptatibus omnis. Quisquam quasi commodi autem cum culpa occaecati.
282,Sachdev vs Baria,"Indu Malhotra, D. Y. Chandrachud, U. U. Lalit","18 December, 2019",,Defamation,1,Olga Tellis v. Bombay Municipal Corporation|Indira Nehru Gandhi v. Raj Narain|Maneka Gandhi v. Union of India|Vishaka v. State of Rajasthan,Reiciendis ea animi impedit pariatur voluptatibus odit. Eum itaque praesentium aperiam id. Asperiores nulla quam et. Veritatis perferendis illum excepturi quam quis. Recusandae ipsum occaecati saepe illo architecto distinctio. Accusamus fugiat beatae debitis. Beatae autem totam occaecati. Eos ipsam voluptas tempora quia fugiat consectetur dolor. Ipsam ad quia nam repellendus et non.
283,Raval vs Loke,R. F. Nariman,"12 January, 2020",,Section 302 in The Indian Penal Code|Property dispute,-1,S. P. Gupta v. President of India|Keshavananda Bharati v. State of Kerala,Repellendus est dolor alias quaerat reprehenderit neque. Assumenda officiis expedita minus doloribus aliquam. Aspernatur accusamus autem aspernatur praesentium aperiam veritatis. Accusantium quia perspiciatis nam vero illum consectetur. Ex asperiores dignissimos debitis temporibus alias incidunt. Blanditiis veniam numquam eveniet. Animi quo nihil.
284,Yogi vs Bhattacharyya,Dipak Misra,"03 May, 2022",,Bail under CrPC|Section 302 in The Indian Penal Code,1,Maneka Gandhi v. Union of India|MC Mehta v. Union of India,Itaque consectetur enim voluptatem amet amet mollitia. Perferendis illo qui rerum doloribus aperiam voluptatum repellat. Quisquam perferendis temporibus distinctio suscipit. Facilis quisquam saepe quas consequuntur facere asperiores. Culpa tempore esse at explicabo sit. Velit ullam non excepturi.
285,Gopal vs Chopra,D. Y. Chandrachud,"15 March, 2016",,Bail under CrPC|Contract breach|Consumer Protection Act,1,Vishaka v. State of Rajasthan|Indira Nehru Gandhi v. Raj Narain|S. P. Gupta v. President of India|Aruna Shanbaug v. Union of India,Voluptates laborum nobis nisi libero. Fugit eius cum excepturi. Quod eligendi distinctio magnam numquam. Odio eveniet ut. Quo excepturi officiis odit laboriosam. At vel voluptate iure maxime eveniet. Fugiat quo reprehenderit vero alias. Laudantium dolorem deserunt error ipsam.
286,Hans vs Goswami,U. U. Lalit,"04 May, 2017",,Corporate fraud,1,MC Mehta v. Union of India|A. R. Antulay v. R. S. Nayak|S. P. Gupta v. President of India,Nesciunt voluptate quos voluptatum nisi dolore. Ipsa dicta nesciunt sunt nostrum illo facere. Esse odio unde fugiat quia veniam. Quod deleniti perferendis ipsum consequatur. Impedit labore repellat doloremque vitae in consequatur. Odio quam tempora facilis optio. Impedit eveniet consequuntur provident alias cupiditate maxime. Commodi eligendi impedit vitae illum ipsa.
287,Barad vs Basu,"Arun Mishra, N. V. Ramana, Kurian Joseph","17 May, 2016",,Defamation|Corporate fraud|Bail under CrPC,-1,S. P. Gupta v. President of India|Indira Nehru Gandhi v. Raj Narain,Deleniti minima repudiandae ratione recusandae impedit rerum. Iste dolorum quibusdam delectus neque repudiandae nisi. Distinctio sapiente in. Hic recusandae exercitationem nemo quos. Ad quam cupiditate recusandae itaque. Earum minus aut iure iste pariatur eum. Nesciunt perferendis nihil necessitatibus. Deleniti praesentium eveniet veritatis cumque labore deserunt explicabo. Iure eveniet quae occaecati voluptatem.
288,Mallick vs Dutta,"A. K. Sikri, Kurian Joseph","18 March, 2020",,Section 149 in The Indian Penal Code,-1,Navtej Singh Johar v. Union of India|Keshavananda Bharati v. State of Kerala|A. R. Antulay v. R. S. Nayak|Indira Nehru Gandhi v. Raj Narain,Placeat sequi eos. Asperiores quos illum ex esse nihil. Labore sit ipsum esse labore ullam molestias fugit. Praesentium accusantium eveniet suscipit quae. Consequuntur sapiente tenetur voluptatibus amet est ratione. Eius cupiditate quasi eveniet. Esse ipsum iusto minima quasi corporis. Officiis tempora tenetur omnis consequuntur porro. Quia incidunt a ipsam nulla inventore sequi exercitationem. Autem at consequuntur unde similique. Harum ipsa nemo cum. Quod eligendi quidem quae voluptate perferendis veniam at.
289,Bera vs Acharya,"A. K. Sikri, U. U. Lalit","07 November, 2018",,Section 302 in The Indian Penal Code|Corporate fraud|Labour Laws,1,Vishaka v. State of Rajasthan|S. P. Gupta v. President of India|Maneka Gandhi v. Union of India,Rerum ex ab blanditiis cum consequuntur. Alias ullam sequi ipsam architecto alias. Nostrum placeat fugit voluptas aperiam accusantium. Tempore unde ipsa dignissimos. Recusandae dignissimos ipsam suscipit quo quibusdam libero. Eveniet laudantium eos delectus. Quisquam quibusdam dignissimos illo facere a eveniet. Ea labore veritatis optio reprehenderit cumque quo vitae. Iste deserunt labore provident doloremque aperiam. Vitae eius earum. Modi quibusdam harum deserunt. Laudantium amet exercitationem dolore suscipit provident optio.
290,Agrawal vs Krishna,"N. V. Ramana, Kurian Joseph, A. K. Sikri","20 April, 2019",,Corporate fraud|Section 149 in The Indian Penal Code|Section 307 in The Indian Penal Code,-1,Aruna Shanbaug v. Union of India,Magnam id minus distinctio occaecati excepturi qui. Qui voluptatum dicta. Totam corrupti laboriosam dolore tempora ullam consequuntur. Illo sunt non unde a placeat ex. Possimus voluptatum facere modi repellendus. Adipisci natus veniam quisquam rerum voluptate necessitatibus tenetur. Dolor vitae aliquid modi tempore repellendus quas. Ipsa corrupti sunt laborum repudiandae facere. Doloremque illo quo natus porro.
291,Bakshi vs Varghese,N. V. Ramana,"27 May, 2015",,Corporate fraud,1,Navtej Singh Johar v. Union of India|S. P. Gupta v. President of India|Keshavananda Bharati v. State of Kerala|Vishaka v. State of Rajasthan,Minus quam eveniet blanditiis repellat excepturi. Natus possimus repellat suscipit suscipit. Tenetur temporibus at temporibus occaecati. Ea perferendis rem autem reprehenderit temporibus quae vel. Porro nemo debitis sed. Quae qui distinctio temporibus. Libero fugiat animi sed.
292,Tella vs Bir,"A. K. Sikri, Dipak Misra","22 July, 2016",,Consumer Protection Act|Section 302 in The Indian Penal Code|Defamation,-1,Keshavananda Bharati v. State of Kerala|S. P. Gupta v. President of India|Olga Tellis v. Bombay Municipal Corporation|MC Mehta v. Union of India,Officiis earum facere accusamus. Dignissimos facere in sunt eius suscipit. Odio nostrum dolorum excepturi commodi numquam rerum similique. Debitis consequuntur a similique laborum eaque. Fugit velit accusantium pariatur saepe aliquid. Officiis quos sit corrupti amet quo. Necessitatibus ipsa non.
293,Rao vs Maharaj,"R. F. Nariman, A. K. Sikri","11 July, 2019",,Bail under CrPC,1,Navtej Singh Johar v. Union of India,Suscipit voluptatum autem necessitatibus. Reprehenderit corporis error quidem. Sit recusandae quidem minima. Placeat veniam sed ipsa aperiam recusandae alias cupiditate. Recusandae fugiat iure libero nisi. Tempore placeat eaque sint. Labore adipisci dolor sed. Quisquam mollitia cumque consequuntur. Maxime laboriosam qui recusandae ducimus suscipit vitae.
294,Chokshi vs Swamy,Madan B. Lokur,"10 November, 2021",,Bail under CrPC,-1,A. R. Antulay v. R. S. Nayak|Olga Tellis v. Bombay Municipal Corporation,Dolor exercitationem at commodi saepe odit assumenda. Deleniti modi explicabo nam. Possimus excepturi ullam maiores quo sequi. Architecto placeat minima id culpa. Esse necessitatibus error voluptatibus perferendis. Officiis tenetur hic dolor. Tenetur molestias quibusdam. Quasi ut fugit animi asperiores fugiat veritatis. Perferendis sit repellendus.
295,Dey vs Kothari,"Madan B. Lokur, R. F. Nariman","11 December, 2020",,Defamation,1,Indira Nehru Gandhi v. Raj Narain|Vishaka v. State of Rajasthan|Maneka Gandhi v. Union of India|Olga Tellis v. Bombay Municipal Corporation,Sint at perspiciatis natus. Sint nisi est natus mollitia facere quae. Odio consectetur repellendus odio. Voluptas quod aspernatur libero aut. Quae laboriosam doloribus debitis nihil itaque iste. Perferendis laboriosam maiores nam numquam. Maiores rerum voluptate eveniet deleniti rerum.
296,Golla vs Sura,"R. F. Nariman, A. K. Sikri, Arun Mishra","12 August, 2023",,Defamation,1,Vishaka v. State of Rajasthan|Indira Nehru Gandhi v. Raj Narain,Accusamus eaque explicabo distinctio vitae quos quia. Soluta error praesentium voluptates alias mollitia debitis. Perspiciatis molestias tempora quidem odit dolore doloremque qui. Ab dignissimos facilis. Praesentium porro odit veniam mollitia tempora nemo. Alias ullam deleniti deserunt veniam ab aspernatur. Ut eligendi saepe nobis ut.
